postal_code,latitude,longitude
9130,51.2890254,4.178865849999999
9140,51.12921,4.211599
9150,51.171124,4.3084865
9160,51.10404,3.9883703
9170,51.2266954,4.101884
9180,51.17601,3.940305
9185,51.170944950000006,3.8655243
9190,51.21041,4.03826
9200,51.03067145,4.1068442
9220,51.0924742,4.141174
9230,51.0020505,3.881396
9240,51.06819835,4.03703785
9250,51.136092649999995,4.0705835
9255,51.0124538,4.1964034
9260,51.0030247,3.9463037
9270,51.0304277,3.8535642
9280,50.999866749999995,4.13259045
9290,51.0227152,4.0040577
9300,50.9399003,4.04123
9308,50.9705695,4.037915
9310,50.9404899,4.13595735
9320,50.91832195,4.060892
9340,50.9658713,3.9773269
9400,50.8336435,4.018803
9401,50.8172312,4.0068855
9402,50.82946,4.049256
9403,50.8033904,4.0618153
9406,50.847944,3.98545095
9420,50.93387425,3.9597695
9450,50.90244,4.00009
9451,50.8902903,3.9920928
9470,50.88428905,4.0707683
9472,50.8733,4.0496945
9473,50.903157,4.0504766
9500,50.7716446,3.88254
9506,50.7998324,3.9254148
9520,50.9230011,3.8631232
9550,50.89178,3.8845
9552,50.9035043,3.8866318
9570,50.8137555,3.8381658
9572,50.8046682,3.8227044
9600,50.7455638,3.5985784
9620,50.8695474,3.8107094
9630,50.8777286,3.7332358
9660,50.80276,3.76382
9661,50.783078849999995,3.8004235499999997
9667,50.8372,3.68703
9680,50.7992486,3.6428124
9681,50.7843512,3.5894925
9688,50.7928312,3.6751829
9690,50.7750899,3.502333
9700,50.8454075,3.6062195
9750,50.90620745,3.62868615
9770,50.925478,3.5373587
9771,50.88723985,3.49361555
9772,50.9296451,3.5792393
9790,50.83427505,3.55662565
9800,50.985193710000004,3.5399889
9810,50.9597659,3.5981980499999997
9820,50.989959999999996,3.743923
9830,51.0103403,3.6374217
9831,51.0144842,3.6036427
9840,50.9864367,3.6607803
9850,51.0441613,3.5518758999999998
9860,50.94616,3.80117
9870,50.958822,3.4880452
9880,51.0833448,3.4490670999999997
9881,51.0962749,3.4982075
9890,50.92634,3.663113
9900,51.1849524,3.5660006
9910,51.13793,3.4176554
9920,51.1075935,3.6227755999999998
9921,51.0871862,3.6425267
9930,51.1146898,3.5637282
9940,51.1225037,3.72032128
9950,51.148240650000005,3.6177921
9960,51.23562,3.7591625
9968,51.2300624,3.6777432
9970,51.2180332,3.6125304
9971,51.1827743,3.6387924
9980,51.2521223,3.6127918
9988,51.2793416,3.625072
9990,51.209082,3.4465877
9991,51.1989828,3.4896226
